order_id,customer_id,employee_id,order_date,order_time,order_type,total_bill,order_status
96,258,2,2026-03-12,13:00:00,Takeaway,1477,Completed
97,115,10,2026-05-04,13:00:00,Dine-In,2270,Completed
98,296,18,2026-07-27,13:00:00,Takeaway,1487,Completed
99,141,24,2026-06-11,13:00:00,Delivery,1185,Completed
100,342,28,2026-02-27,13:00:00,Delivery,1058,Completed
101,329,16,2026-01-19,13:00:00,Dine-In,2142,Completed
102,98,4,2026-06-07,13:00:00,Delivery,1960,Completed
103,399,7,2026-04-23,13:00:00,Takeaway,2549,Completed
104,370,20,2026-07-09,13:00:00,Delivery,1672,Completed
105,182,21,2026-05-23,13:00:00,Takeaway,965,Completed
106,379,6,2026-01-12,13:00:00,Takeaway,1909,Completed
107,187,25,2026-02-09,13:00:00,Takeaway,1158,Completed
108,271,19,2026-01-28,13:00:00,Dine-In,1749,Completed
109,143,27,2026-07-01,13:00:00,Dine-In,1860,Completed
110,373,19,2026-02-24,13:00:00,Delivery,1809,Completed
111,174,20,2026-03-24,13:00:00,Dine-In,2349,Completed
112,451,4,2026-04-08,13:00:00,Takeaway,1089,Completed
113,35,19,2026-07-14,13:00:00,Delivery,1981,Completed
114,333,16,2026-07-03,13:00:00,Dine-In,1114,Completed
115,456,8,2026-07-24,13:00:00,Dine-In,1203,Completed
116,49,30,2026-03-04,13:00:00,Dine-In,908,Completed
117,482,30,2026-03-03,13:00:00,Delivery,1248,Completed
118,22,5,2026-03-09,13:00:00,Dine-In,1492,Completed
119,414,17,2026-02-06,13:00:00,Delivery,1695,Completed
120,37,28,2026-01-01,13:00:00,Delivery,727,Completed
121,28,22,2026-06-30,13:00:00,Dine-In,2226,Completed
122,425,17,2026-02-17,13:00:00,Delivery,1194,Completed
123,314,3,2026-01-29,13:00:00,Dine-In,1550,Completed
124,155,10,2026-03-12,13:00:00,Dine-In,1664,Completed
125,23,4,2026-01-20,13:00:00,Delivery,2478,Completed
126,376,25,2026-07-14,13:00:00,Delivery,392,Completed
127,349,5,2026-06-21,13:00:00,Takeaway,1809,Completed
128,404,10,2026-03-06,13:00:00,Dine-In,1149,Completed
129,320,27,2026-07-15,13:00:00,Takeaway,1318,Completed
130,454,12,2026-05-20,13:00:00,Delivery,1062,Completed
131,19,27,2026-01-27,13:00:00,Dine-In,2815,Completed
132,109,17,2026-02-11,13:00:00,Takeaway,933,Completed
133,109,7,2026-06-15,13:00:00,Dine-In,1006,Completed
134,225,20,2026-06-06,13:00:00,Takeaway,2478,Completed
135,354,28,2026-01-24,13:00:00,Delivery,1171,Completed
136,36,20,2026-06-17,13:00:00,Dine-In,919,Completed
137,8,3,2026-05-18,13:00:00,Delivery,1128,Completed
138,231,6,2026-07-16,13:00:00,Delivery,886,Completed
139,373,29,2026-04-24,13:00:00,Dine-In,938,Completed
140,425,26,2026-04-10,13:00:00,Delivery,836,Completed
141,320,1,2026-03-13,13:00:00,Delivery,1167,Completed
142,135,6,2026-06-19,13:00:00,Takeaway,696,Completed
143,46,19,2026-06-16,13:00:00,Takeaway,2091,Completed
144,370,6,2026-05-19,13:00:00,Takeaway,1263,Completed
145,340,4,2026-05-14,13:00:00,Dine-In,909,Completed
146,100,29,2026-06-16,13:00:00,Dine-In,1158,Completed
147,446,1,2026-03-09,13:00:00,Dine-In,708,Completed
148,242,15,2026-01-08,13:00:00,Dine-In,1278,Completed
149,249,16,2026-01-31,13:00:00,Dine-In,915,Completed
150,35,9,2026-02-18,13:00:00,Dine-In,1760,Completed
151,382,7,2026-05-04,13:00:00,Delivery,1627,Completed
152,443,11,2026-05-11,13:00:00,Takeaway,412,Completed
153,375,5,2026-07-20,13:00:00,Dine-In,886,Completed
154,340,26,2026-03-13,13:00:00,Dine-In,1078,Completed
155,335,26,2026-06-10,13:00:00,Delivery,2807,Completed
156,256,22,2026-07-17,13:00:00,Takeaway,1494,Completed
157,117,1,2026-06-29,13:00:00,Dine-In,2437,Completed
158,384,11,2026-03-19,13:00:00,Takeaway,2052,Completed
159,245,12,2026-01-17,13:00:00,Dine-In,3145,Completed
160,159,26,2026-02-21,13:00:00,Dine-In,1072,Completed
161,343,23,2026-04-16,13:00:00,Dine-In,614,Completed
162,312,26,2026-02-09,13:00:00,Takeaway,1876,Completed
163,124,18,2026-03-08,13:00:00,Delivery,690,Completed
164,165,29,2026-05-29,13:00:00,Dine-In,669,Completed
165,210,9,2026-07-22,13:00:00,Dine-In,1631,Completed
166,469,27,2026-04-22,13:00:00,Dine-In,1308,Completed
167,38,17,2026-04-18,13:00:00,Delivery,1351,Completed
168,125,16,2026-04-25,13:00:00,Takeaway,2906,Completed
169,460,9,2026-06-01,13:00:00,Takeaway,2250,Completed
170,421,3,2026-06-23,13:00:00,Dine-In,1988,Completed
171,175,22,2026-05-02,13:00:00,Dine-In,1271,Completed
172,493,5,2026-04-13,13:00:00,Takeaway,2311,Completed
173,328,7,2026-02-26,13:00:00,Delivery,878,Completed
174,40,16,2026-06-15,13:00:00,Takeaway,2567,Completed
175,247,23,2026-07-27,13:00:00,Takeaway,1357,Completed
176,493,21,2026-01-30,13:00:00,Delivery,1254,Completed
177,393,28,2026-04-05,13:00:00,Delivery,999,Completed
178,460,1,2026-02-20,13:00:00,Dine-In,1897,Completed
179,128,1,2026-06-28,13:00:00,Dine-In,768,Completed
180,59,3,2026-01-07,13:00:00,Dine-In,837,Completed
181,150,14,2026-03-23,13:00:00,Takeaway,972,Completed
182,320,2,2026-01-17,13:00:00,Dine-In,1905,Completed
183,476,18,2026-06-04,13:00:00,Takeaway,841,Completed
184,368,1,2026-03-17,13:00:00,Dine-In,943,Completed
185,78,7,2026-05-31,13:00:00,Takeaway,1602,Completed
186,7,7,2026-02-05,13:00:00,Delivery,1506,Completed
187,273,11,2026-05-14,13:00:00,Dine-In,1611,Completed
188,99,29,2026-06-07,13:00:00,Dine-In,1192,Completed
189,116,15,2026-01-16,13:00:00,Takeaway,1797,Completed
190,370,10,2026-05-14,13:00:00,Takeaway,1045,Completed
191,264,8,2026-03-25,13:00:00,Takeaway,1073,Completed
192,165,4,2026-02-20,13:00:00,Takeaway,3033,Completed
193,338,3,2026-01-28,13:00:00,Takeaway,1584,Completed
194,481,23,2026-05-03,13:00:00,Takeaway,2541,Completed
195,394,15,2026-01-27,13:00:00,Delivery,710,Completed
196,239,22,2026-01-17,13:00:00,Takeaway,2424,Completed
197,202,23,2026-02-07,13:00:00,Takeaway,843,Completed
198,55,23,2026-05-16,13:00:00,Delivery,1057,Completed
199,123,6,2026-02-13,13:00:00,Dine-In,995,Completed
200,60,3,2026-05-22,13:00:00,Dine-In,1721,Completed
201,239,13,2026-07-14,13:00:00,Dine-In,2156,Completed
202,127,1,2026-07-25,13:00:00,Takeaway,1841,Completed
203,374,24,2026-02-14,13:00:00,Dine-In,1148,Completed
204,404,25,2026-01-03,13:00:00,Takeaway,903,Completed
205,155,12,2026-04-04,13:00:00,Takeaway,2197,Completed
206,471,21,2026-07-29,13:00:00,Takeaway,1142,Completed
207,336,11,2026-05-10,13:00:00,Takeaway,1254,Completed
208,459,28,2026-03-30,13:00:00,Delivery,366,Completed
209,446,27,2026-07-23,13:00:00,Delivery,1981,Completed
210,128,3,2026-04-03,13:00:00,Dine-In,640,Completed
211,37,20,2026-04-05,13:00:00,Takeaway,1227,Completed
212,411,16,2026-03-21,13:00:00,Takeaway,2403,Completed
213,448,12,2026-07-09,13:00:00,Takeaway,2125,Completed
214,451,22,2026-01-04,13:00:00,Takeaway,536,Completed
215,469,19,2026-06-17,13:00:00,Dine-In,1324,Completed
216,48,6,2026-04-20,13:00:00,Delivery,2135,Completed
217,188,29,2026-02-26,13:00:00,Dine-In,1299,Completed
218,169,17,2026-03-19,13:00:00,Delivery,2949,Completed
219,461,26,2026-05-24,13:00:00,Delivery,798,Completed
220,186,2,2026-05-26,13:00:00,Delivery,1707,Completed
221,237,30,2026-05-11,13:00:00,Delivery,479,Completed
222,16,14,2026-07-25,13:00:00,Takeaway,1209,Completed
223,111,17,2026-04-18,13:00:00,Dine-In,1903,Completed
224,131,8,2026-05-18,13:00:00,Delivery,2074,Completed
225,237,23,2026-07-11,13:00:00,Dine-In,1721,Completed
226,445,3,2026-01-23,13:00:00,Delivery,1870,Completed
227,393,24,2026-04-15,13:00:00,Takeaway,923,Completed
228,159,6,2026-03-19,13:00:00,Delivery,1856,Completed
229,214,16,2026-02-17,13:00:00,Delivery,2178,Completed
230,304,17,2026-05-01,13:00:00,Takeaway,453,Completed
231,207,4,2026-01-18,13:00:00,Takeaway,1826,Completed
232,443,27,2026-04-30,13:00:00,Delivery,1687,Completed
233,318,10,2026-04-21,13:00:00,Delivery,1665,Completed
234,75,21,2026-06-25,13:00:00,Delivery,2061,Completed
235,411,6,2026-03-29,13:00:00,Delivery,1300,Completed
236,246,15,2026-07-26,13:00:00,Delivery,1193,Completed
237,481,16,2026-06-13,13:00:00,Delivery,1453,Completed
238,190,26,2026-01-05,13:00:00,Takeaway,1410,Completed
239,421,16,2026-03-15,13:00:00,Dine-In,812,Completed
240,378,26,2026-01-16,13:00:00,Dine-In,861,Completed
241,63,24,2026-03-09,13:00:00,Takeaway,1574,Completed
242,384,16,2026-01-11,13:00:00,Delivery,2356,Completed
243,20,3,2026-03-19,13:00:00,Takeaway,570,Completed
244,238,6,2026-01-29,13:00:00,Delivery,799,Completed
245,62,28,2026-04-03,13:00:00,Takeaway,1464,Completed
246,362,29,2026-06-22,13:00:00,Takeaway,684,Completed
247,272,20,2026-04-25,13:00:00,Takeaway,2215,Completed
248,325,11,2026-06-03,13:00:00,Takeaway,1572,Completed
249,197,6,2026-06-26,13:00:00,Takeaway,1258,Completed
250,195,24,2026-05-26,13:00:00,Takeaway,1726,Completed
251,463,7,2026-03-10,13:00:00,Delivery,2371,Completed
252,313,11,2026-07-25,13:00:00,Dine-In,1957,Completed
253,24,5,2026-07-13,13:00:00,Delivery,1328,Completed
254,478,1,2026-06-30,13:00:00,Takeaway,783,Completed
255,447,14,2026-06-05,13:00:00,Takeaway,1504,Completed
256,19,16,2026-01-25,13:00:00,Dine-In,2265,Completed
257,293,23,2026-07-16,13:00:00,Delivery,3217,Completed
258,24,24,2026-01-31,13:00:00,Delivery,676,Completed
259,327,28,2026-04-01,13:00:00,Takeaway,1426,Completed
260,42,28,2026-01-23,13:00:00,Delivery,732,Completed
261,149,11,2026-07-06,13:00:00,Takeaway,1492,Completed
262,84,30,2026-02-12,13:00:00,Dine-In,696,Completed
263,465,20,2026-02-11,13:00:00,Takeaway,1585,Completed
264,214,30,2026-01-26,13:00:00,Dine-In,1471,Completed
265,422,17,2026-05-04,13:00:00,Delivery,1061,Completed
266,163,13,2026-05-22,13:00:00,Takeaway,696,Completed
267,289,12,2026-03-10,13:00:00,Takeaway,1284,Completed
268,454,4,2026-03-29,13:00:00,Takeaway,1115,Completed
269,281,6,2026-05-28,13:00:00,Takeaway,808,Completed
270,190,19,2026-06-11,13:00:00,Delivery,3048,Completed
271,97,20,2026-04-03,13:00:00,Delivery,970,Completed
272,6,7,2026-04-18,13:00:00,Delivery,1513,Completed
273,147,30,2026-06-25,13:00:00,Delivery,1653,Completed
274,26,14,2026-03-10,13:00:00,Delivery,1688,Completed
275,213,12,2026-05-12,13:00:00,Dine-In,2734,Completed
276,478,4,2026-02-23,13:00:00,Takeaway,1965,Completed
277,306,27,2026-01-18,13:00:00,Takeaway,2167,Completed
278,12,1,2026-06-19,13:00:00,Takeaway,1830,Completed
279,372,12,2026-04-06,13:00:00,Dine-In,1784,Completed
280,57,19,2026-02-08,13:00:00,Delivery,1088,Completed
281,255,14,2026-05-24,13:00:00,Dine-In,1211,Completed
282,3,8,2026-07-13,13:00:00,Takeaway,1478,Completed
283,392,2,2026-05-02,13:00:00,Dine-In,1146,Completed
284,474,6,2026-06-04,13:00:00,Dine-In,1332,Completed
285,41,14,2026-06-16,13:00:00,Dine-In,2456,Completed
286,222,11,2026-03-20,13:00:00,Delivery,955,Completed
287,63,28,2026-05-08,13:00:00,Dine-In,2827,Completed
288,53,17,2026-01-13,13:00:00,Dine-In,3346,Completed
289,339,15,2026-03-08,13:00:00,Dine-In,1560,Completed
290,102,14,2026-01-26,13:00:00,Takeaway,1445,Completed
291,339,22,2026-03-10,13:00:00,Dine-In,1630,Completed
292,37,2,2026-01-22,13:00:00,Takeaway,1916,Completed
293,51,22,2026-02-19,13:00:00,Takeaway,1076,Completed
294,35,16,2026-02-06,13:00:00,Delivery,1932,Completed
295,367,26,2026-07-22,13:00:00,Dine-In,516,Completed
296,88,23,2026-03-31,13:00:00,Takeaway,1390,Completed
297,68,3,2026-01-01,13:00:00,Delivery,1654,Completed
298,414,13,2026-01-30,13:00:00,Dine-In,514,Completed
299,448,10,2026-01-22,13:00:00,Delivery,3186,Completed
300,266,7,2026-03-21,13:00:00,Delivery,1989,Completed
301,143,22,2026-06-08,13:00:00,Dine-In,2401,Completed
302,61,25,2026-03-12,13:00:00,Delivery,1898,Completed
303,149,10,2026-05-20,13:00:00,Delivery,1688,Completed
304,232,28,2026-07-06,13:00:00,Delivery,1412,Completed
305,402,14,2026-03-01,13:00:00,Delivery,2517,Completed
306,185,14,2026-03-29,13:00:00,Takeaway,1737,Completed
307,173,16,2026-03-29,13:00:00,Takeaway,1192,Completed
308,101,9,2026-04-05,13:00:00,Takeaway,1437,Completed
309,80,11,2026-04-18,13:00:00,Takeaway,386,Completed
310,473,22,2026-01-16,13:00:00,Dine-In,677,Completed
311,99,5,2026-04-19,13:00:00,Takeaway,1675,Completed
312,201,13,2026-01-06,13:00:00,Dine-In,863,Completed
313,65,22,2026-03-27,13:00:00,Dine-In,1003,Completed
314,51,7,2026-03-17,13:00:00,Dine-In,2014,Completed
315,167,17,2026-05-27,13:00:00,Takeaway,1667,Completed
316,469,12,2026-04-17,13:00:00,Takeaway,409,Completed
317,439,14,2026-06-17,13:00:00,Delivery,1806,Completed
318,408,18,2026-05-14,13:00:00,Dine-In,1503,Completed
319,195,15,2026-06-19,13:00:00,Takeaway,1344,Completed
320,410,4,2026-02-10,13:00:00,Dine-In,1915,Completed
321,48,29,2026-01-18,13:00:00,Takeaway,1214,Completed
322,471,23,2026-03-16,13:00:00,Delivery,636,Completed
323,191,10,2026-01-30,13:00:00,Delivery,1717,Completed
324,390,3,2026-03-14,13:00:00,Takeaway,1489,Completed
325,346,28,2026-03-26,13:00:00,Takeaway,652,Completed
326,2,6,2026-04-13,13:00:00,Dine-In,1974,Completed
327,426,30,2026-02-12,13:00:00,Takeaway,1163,Completed
328,22,16,2026-06-22,13:00:00,Dine-In,2547,Completed
329,331,17,2026-07-27,13:00:00,Delivery,1459,Completed
330,282,18,2026-03-16,13:00:00,Dine-In,1101,Completed
331,159,10,2026-03-12,13:00:00,Delivery,3184,Completed
332,65,25,2026-05-26,13:00:00,Delivery,995,Completed
333,314,20,2026-01-21,13:00:00,Dine-In,1605,Completed
334,434,3,2026-07-26,13:00:00,Delivery,1041,Completed
335,45,27,2026-04-23,13:00:00,Takeaway,2793,Completed
336,173,12,2026-02-03,13:00:00,Delivery,1003,Completed
337,82,23,2026-01-13,13:00:00,Dine-In,1888,Completed
338,408,9,2026-06-04,13:00:00,Dine-In,1330,Completed
339,308,28,2026-06-06,13:00:00,Takeaway,1059,Completed
340,481,8,2026-02-20,13:00:00,Delivery,1604,Completed
341,24,8,2026-04-12,13:00:00,Takeaway,894,Completed
342,249,1,2026-05-09,13:00:00,Takeaway,2055,Completed
343,468,22,2026-07-07,13:00:00,Takeaway,1438,Completed
344,485,7,2026-07-21,13:00:00,Takeaway,1457,Completed
345,145,13,2026-05-04,13:00:00,Takeaway,1580,Completed
346,283,20,2026-05-22,13:00:00,Delivery,1700,Completed
347,240,14,2026-07-28,13:00:00,Dine-In,1917,Completed
348,330,28,2026-02-26,13:00:00,Delivery,1651,Completed
349,244,19,2026-02-11,13:00:00,Takeaway,1972,Completed
350,331,19,2026-07-16,13:00:00,Delivery,928,Completed
351,89,21,2026-05-27,13:00:00,Delivery,648,Completed
352,130,18,2026-02-09,13:00:00,Dine-In,1462,Completed
353,130,27,2026-03-07,13:00:00,Dine-In,988,Completed
354,115,12,2026-04-29,13:00:00,Dine-In,751,Completed
355,169,24,2026-01-30,13:00:00,Dine-In,1328,Completed
356,19,11,2026-03-31,13:00:00,Takeaway,1181,Completed
357,317,26,2026-01-19,13:00:00,Takeaway,2817,Completed
358,464,29,2026-04-15,13:00:00,Delivery,2290,Completed
359,261,28,2026-05-23,13:00:00,Dine-In,1372,Completed
360,322,16,2026-03-08,13:00:00,Delivery,1765,Completed
361,330,13,2026-02-06,13:00:00,Delivery,2081,Completed
362,35,5,2026-03-28,13:00:00,Takeaway,610,Completed
363,280,23,2026-07-23,13:00:00,Dine-In,867,Completed
364,399,24,2026-01-07,13:00:00,Delivery,1814,Completed
365,61,17,2026-02-01,13:00:00,Dine-In,2116,Completed
366,165,16,2026-02-21,13:00:00,Delivery,1591,Completed
367,230,9,2026-06-16,13:00:00,Takeaway,1097,Completed
368,309,17,2026-02-09,13:00:00,Dine-In,569,Completed
369,42,2,2026-04-17,13:00:00,Dine-In,3425,Completed
370,56,13,2026-07-24,13:00:00,Takeaway,1107,Completed
371,243,3,2026-07-24,13:00:00,Delivery,395,Completed
372,47,18,2026-07-28,13:00:00,Takeaway,1080,Completed
373,129,19,2026-04-23,13:00:00,Dine-In,733,Completed
374,306,2,2026-03-20,13:00:00,Delivery,1356,Completed
375,430,24,2026-05-31,13:00:00,Dine-In,1739,Completed
376,300,11,2026-04-27,13:00:00,Dine-In,1492,Completed
377,118,12,2026-03-29,13:00:00,Takeaway,1464,Completed
378,127,14,2026-04-06,13:00:00,Dine-In,1975,Completed
379,332,5,2026-05-21,13:00:00,Delivery,2259,Completed
380,237,6,2026-04-13,13:00:00,Delivery,2353,Completed
381,459,7,2026-01-12,13:00:00,Delivery,1786,Completed
382,338,19,2026-04-14,13:00:00,Takeaway,1939,Completed
383,430,3,2026-01-10,13:00:00,Delivery,2295,Completed
384,451,26,2026-04-03,13:00:00,Takeaway,2273,Completed
385,343,6,2026-05-20,13:00:00,Delivery,1400,Completed
386,173,28,2026-05-03,13:00:00,Delivery,1284,Completed
387,169,28,2026-07-27,13:00:00,Takeaway,785,Completed
388,239,1,2026-04-08,13:00:00,Takeaway,921,Completed
389,13,19,2026-03-03,13:00:00,Delivery,2157,Completed
390,230,10,2026-03-05,13:00:00,Dine-In,649,Completed
391,365,19,2026-06-10,13:00:00,Takeaway,3054,Completed
392,98,3,2026-02-11,13:00:00,Takeaway,2136,Completed
393,476,17,2026-01-13,13:00:00,Delivery,1507,Completed
394,141,30,2026-06-19,13:00:00,Delivery,2081,Completed
395,353,20,2026-01-29,13:00:00,Delivery,935,Completed
396,70,7,2026-02-23,13:00:00,Takeaway,1578,Completed
397,429,6,2026-06-11,13:00:00,Takeaway,1002,Completed
398,453,16,2026-01-05,13:00:00,Delivery,1472,Completed
399,174,10,2026-03-02,13:00:00,Dine-In,2562,Completed
400,114,11,2026-02-21,13:00:00,Takeaway,444,Completed
401,253,12,2026-06-28,13:00:00,Dine-In,1036,Completed
402,134,14,2026-06-10,13:00:00,Takeaway,2069,Completed
403,375,14,2026-05-08,13:00:00,Dine-In,1353,Completed
404,306,9,2026-06-20,13:00:00,Takeaway,1546,Completed
405,152,21,2026-01-27,13:00:00,Takeaway,1778,Completed
406,236,29,2026-04-21,13:00:00,Delivery,2048,Completed
407,149,22,2026-06-30,13:00:00,Dine-In,1170,Completed
408,467,21,2026-01-08,13:00:00,Takeaway,1676,Completed
409,361,23,2026-07-10,13:00:00,Delivery,2582,Completed
410,79,26,2026-03-30,13:00:00,Dine-In,1805,Completed
411,253,2,2026-07-23,13:00:00,Delivery,883,Completed
412,169,3,2026-03-25,13:00:00,Delivery,519,Completed
413,450,4,2026-05-29,13:00:00,Takeaway,835,Completed
414,28,28,2026-01-01,13:00:00,Takeaway,1430,Completed
415,161,23,2026-02-17,13:00:00,Delivery,2349,Completed
416,315,28,2026-02-04,13:00:00,Delivery,1475,Completed
417,399,10,2026-02-21,13:00:00,Takeaway,1000,Completed
418,418,18,2026-07-26,13:00:00,Takeaway,865,Completed
419,107,3,2026-02-11,13:00:00,Dine-In,1117,Completed
420,340,2,2026-04-27,13:00:00,Dine-In,1102,Completed
421,404,14,2026-05-31,13:00:00,Dine-In,1511,Completed
422,145,10,2026-04-18,13:00:00,Takeaway,2284,Completed
423,319,30,2026-04-08,13:00:00,Takeaway,1508,Completed
424,254,9,2026-03-07,13:00:00,Dine-In,1638,Completed
425,4,16,2026-02-18,13:00:00,Delivery,1649,Completed
426,338,5,2026-04-11,13:00:00,Takeaway,2090,Completed
427,475,19,2026-07-18,13:00:00,Delivery,1859,Completed
428,364,26,2026-04-16,13:00:00,Takeaway,1309,Completed
429,386,1,2026-04-20,13:00:00,Delivery,2571,Completed
430,327,8,2026-01-23,13:00:00,Delivery,2104,Completed
431,222,12,2026-06-12,13:00:00,Delivery,1095,Completed
432,480,14,2026-07-14,13:00:00,Delivery,2975,Completed
433,129,13,2026-03-26,13:00:00,Delivery,2008,Completed
434,28,27,2026-06-19,13:00:00,Dine-In,663,Completed
435,400,10,2026-05-08,13:00:00,Delivery,1629,Completed
436,342,7,2026-02-14,13:00:00,Dine-In,2591,Completed
437,167,21,2026-05-22,13:00:00,Dine-In,1151,Completed
438,373,9,2026-06-10,13:00:00,Dine-In,824,Completed
439,462,12,2026-07-03,13:00:00,Delivery,867,Completed
440,156,12,2026-02-18,13:00:00,Takeaway,2340,Completed
441,432,11,2026-06-08,13:00:00,Delivery,1364,Completed
442,256,8,2026-03-19,13:00:00,Takeaway,2042,Completed
443,357,30,2026-07-28,13:00:00,Delivery,1566,Completed
